Date,Year,Day,Time,PH_INT,PH_EXT,TEMP,TEMP_CTD,Salinity,Oxygen
2016163,2016,163,9.01526984,8.048242,8.026232,26.6918,26.43438,34.33576,4.75
2016163,2016,163,9.26528074,8.0441,8.021568,26.66518,26.40714,34.33668,4.6936
2016163,2016,163,9.51527996,8.040292,8.017996,26.64012,26.3837,34.33788,4.6354
2016163,2016,163,9.76529752,8.03609,8.014092,26.6165,26.3576,34.33964,4.585
2016163,2016,163,10.01529752,8.032014,8.009378,26.59262,26.3375,34.34112,4.5334
2016163,2016,163,10.26532534,8.0283,8.005046,26.57132,26.31604,34.34256,4.4796
2016163,2016,163,10.51529772,8.022724,8.000674,26.5478,26.2945,34.3437,4.433
2016163,2016,163,10.7653187,8.019342,7.99655,26.52394,26.26936,34.34432,4.379
2016163,2016,163,11.01534748,8.015102,7.992552,26.49976,26.245,34.345,4.3284
2016163,2016,163,11.26534748,8.011488,7.988564,26.47644,26.22508,34.34526,4.2834
2016163,2016,163,11.5153698,8.006052,7.983896,26.4552,26.20254,34.34536,4.2376
2016163,2016,163,11.76538066,8.002592,7.979684,26.43332,26.1784,34.34596,4.1934
2016163,2016,163,12.01540318,7.998472,7.975862,26.40968,26.15764,34.34604,4.1518
2016163,2016,163,12.26539194,7.994046,7.970956,26.38518,26.13006,34.34676,4.1112
2016163,2016,163,12.51513082,7.99069,7.967538,26.36026,26.10572,34.34678,4.0746
2016163,2016,163,12.76515334,7.986798,7.963564,26.34068,26.08916,34.34698,4.039
2016163,2016,163,13.01515866,7.98305,7.959994,26.32016,26.06974,34.34744,4.0002
2016163,2016,163,13.26515846,7.98005,7.957136,26.30134,26.0505,34.34806,3.9702
2016163,2016,163,13.51516972,7.975496,7.952674,26.28082,26.0324,34.34802,3.9336
2016163,2016,163,13.76518076,7.972292,7.949158,26.26282,26.0148,34.34826,3.9044
2016163,2016,163,14.01519756,7.96877,7.946106,26.2462,25.99912,34.34856,3.8768
2016163,2016,163,14.26521398,7.965596,7.94321,26.2297,25.98406,34.34848,3.8512
2016163,2016,163,14.5152258,7.96203,7.940154,26.21692,25.97188,34.34886,3.8168
2016163,2016,163,14.7652357,7.958568,7.935766,26.20212,25.9565,34.34888,3.7966
2016163,2016,163,15.01524182,7.95559,7.932914,26.18632,25.94028,34.34914,3.7702
2016163,2016,163,15.26525306,7.951608,7.929006,26.17074,25.9256,34.34998,3.7448
2016163,2016,163,15.51524222,7.948278,7.925814,26.15548,25.90986,34.35072,3.7176
2016163,2016,163,15.76526966,7.945802,7.923218,26.13598,25.89132,34.35142,3.7016
2016163,2016,163,16.0152916,7.942426,7.919516,26.119,25.87352,34.35124,3.6792
2016163,2016,163,16.26528054,7.939908,7.918028,26.0971,25.84796,34.35264,3.6612
2016163,2016,163,16.51530876,7.936952,7.914392,26.07966,25.8318,34.35298,3.6448
2016163,2016,163,16.76532554,7.934946,7.91213,26.06724,25.82604,34.3531,3.6368
2016163,2016,163,17.01533088,7.933262,7.909462,26.05956,25.82128,34.35334,3.6332
2016163,2016,163,17.2653469,7.932786,7.909896,26.05378,25.81728,34.35362,3.6434
2016163,2016,163,17.51533698,7.931792,7.90953,26.05356,25.82114,34.354,3.6572
2016163,2016,163,17.765353,7.931856,7.909088,26.05584,25.82824,34.3545,3.6856
2016163,2016,163,18.01538086,7.931982,7.909496,26.06228,25.83658,34.3548,3.7188
2016163,2016,163,18.26538086,7.934628,7.91202,26.07266,25.85008,34.35572,3.7612
2016163,2016,163,18.51537858,7.937564,7.91579,26.08504,25.8671,34.35664,3.8138
2016163,2016,163,18.79571114,7.939366,7.921186,26.1056,25.892575,34.358825,3.88425
2016163,2016,163,19.01539842,7.94427,7.923236,26.12488,25.91478,34.35954,3.9574
2016163,2016,163,19.26515312,7.949964,7.928812,26.15142,25.94192,34.36138,4.0392
2016163,2016,163,19.51514244,7.957104,7.9372,26.187,25.9865,34.36232,4.1496
2016163,2016,163,19.7651516,7.964188,7.944802,26.23244,26.03424,34.36376,4.266
2016163,2016,163,20.01518516,7.969818,7.950482,26.26464,26.06668,34.36438,4.3686
2016163,2016,163,20.2651863,7.97853,7.960462,26.32022,26.1333,34.36532,4.4894
2016163,2016,163,20.51520882,7.990474,7.972766,26.39014,26.2172,34.3657,4.6788
2016163,2016,163,20.79576644,7.99362,7.979792,26.46412,26.3318,34.360025,4.79675
2016163,2016,163,21.01518554,8.00066,7.986482,26.56098,26.41492,34.35646,4.915
2016163,2016,163,21.26523628,8.001976,7.988016,26.61312,26.44902,34.35372,4.961
2016163,2016,163,21.51524162,8.003408,7.990592,26.66244,26.49,34.34998,5.0144
2016163,2016,163,21.765242,8.008792,7.996306,26.71506,26.5372,34.347,5.0868
2016163,2016,163,22.01526986,8.012098,8.000374,26.76596,26.58428,34.34436,5.1482
2016163,2016,163,22.2652687,8.013762,8.001878,26.7956,26.60248,34.34224,5.1718
2016163,2016,163,22.51529732,8.016168,8.005068,26.82974,26.63496,34.33944,5.2
2016163,2016,163,22.76529732,8.0178,8.00615,26.8487,26.6425,34.33908,5.2016
2016163,2016,163,23.01530876,8.018688,8.006808,26.86172,26.64758,34.34272,5.1922
2016163,2016,163,23.2653202,8.018502,8.006418,26.86748,26.6458,34.34706,5.1772
2016163,2016,163,23.51530342,8.020884,8.008824,26.89302,26.68414,34.35242,5.196
2016163,2016,163,23.76533584,8.024632,8.012426,26.92592,26.72362,34.35674,5.2248
2016164,2016,164,0.01534772,8.02623,8.014026,26.95114,26.74234,34.36082,5.2372
2016164,2016,164,0.26535348,8.025796,8.014016,26.96392,26.7479,34.36528,5.2242
2016164,2016,164,0.51536432,8.025762,8.013002,26.97178,26.75178,34.37016,5.2074
2016164,2016,164,0.7653807,8.024476,8.012482,26.97308,26.74386,34.3752,5.1794
2016164,2016,164,1.01539214,8.023386,8.010636,26.9679,26.73486,34.37804,5.154
2016164,2016,164,1.26513098,8.023312,8.01064,26.96936,26.73534,34.37676,5.1474
2016164,2016,164,1.51540324,8.027176,8.01462,26.9911,26.7743,34.37654,5.1824
2016164,2016,164,1.76510302,8.02637,8.013242,26.99576,26.77094,34.37676,5.1784
2016164,2016,164,2.01513084,8.028224,8.015816,27.0202,26.80422,34.37836,5.201
2016164,2016,164,2.26514158,8.027758,8.015608,27.0272,26.80498,34.38196,5.1964
2016164,2016,164,2.51518088,8.026842,8.01435,27.02866,26.80156,34.38386,5.1656
2016164,2016,164,2.76518644,8.026284,8.013884,27.0343,26.80536,34.38556,5.1616
2016164,2016,164,3.01516948,8.027704,8.015298,27.03738,26.80882,34.38544,5.1586
2016164,2016,164,3.26521446,8.026954,8.014066,27.0416,26.81364,34.38662,5.1568
2016164,2016,164,3.51522492,8.026724,8.013728,27.0431,26.81306,34.38582,5.1448
2016164,2016,164,3.76523638,8.02482,8.011136,27.0424,26.80866,34.38506,5.1142
2016164,2016,164,4.04582242,8.020852,8.0102,27.0375,26.799275,34.385225,5.06875
2016164,2016,164,4.26525346,8.019782,8.006466,27.028,26.7863,34.38614,5.0392
